LIMIT_BAL,total_bill,default,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,AGE_BIN,BAL_BIN
50000,199346,1,1,2,0,0,0,0,0,1,1,1,1,0,49501,47135,45900,45389,6368,5053,2,1
90000,515165,1,2,2,2,2,2,2,1,1,1,1,1,1,86652,87253,86856,86366,85879,82159,1,1
50000,104411,1,2,2,2,2,2,2,1,1,0,1,1,0,15695,16242,17808,17223,18446,18997,1,1
70000,62200,1,2,0,0,0,0,0,1,1,1,1,1,1,5756,7654,9516,11352,13154,14768,1,1
220000,22841,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,8327,11550,1296,0,1145,523,2,2
80000,400776,1,0,0,0,0,0,0,1,1,1,1,1,1,66973,66106,67451,68482,66811,64953,1,1
320000,572211,1,0,0,0,0,0,-1,1,1,1,1,1,1,146230,129344,112189,84260,76091,24097,2,2
60000,295385,1,1,2,2,0,0,0,1,0,1,1,1,0,47988,48707,47614,48710,49592,52774,2,1
100000,201094,1,-1,2,2,-1,-1,2,1,0,1,1,1,0,8101,10241,5585,59233,62543,55391,2,1
120000,400157,1,0,0,0,0,0,0,1,1,1,1,1,1,100769,96603,69739,44953,43584,44509,1,1
130000,112930,1,0,0,0,2,2,0,1,1,1,0,1,1,16391,17091,19371,19723,19328,21026,1,2
160000,2430,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,377,361,345,459,511,377,2,2
80000,276476,1,0,-1,-1,0,0,0,1,1,1,1,1,1,18178,8946,69952,59209,59087,61104,1,1
110000,27998,1,0,0,0,0,0,0,1,1,1,1,1,1,3251,4099,4295,5036,5198,6119,1,1
20000,-17087,1,1,2,2,-2,-2,-2,0,0,0,0,0,0,22377,20632,-15030,-15043,-15018,-15005,2,1
90000,574052,1,2,2,-1,2,0,0,0,1,0,1,1,1,121381,102395,91597,66036,70664,121979,1,1
290000,1425616,1,0,0,0,-1,0,0,1,1,1,1,1,1,288976,296193,158071,234381,236776,211219,2,2
90000,535478,1,0,0,2,2,2,2,1,1,1,0,1,0,87920,87455,88171,91185,89683,91064,1,1
100000,326737,1,3,2,0,0,-1,-1,0,1,1,1,1,1,104492,101118,101587,17025,1070,1445,1,1
50000,177363,1,0,0,0,0,0,0,1,1,1,1,1,1,41956,41825,35931,19996,18985,18670,1,1
120000,11242,1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,2488,144,2837,2871,1142,1760,2,1
110000,34198,1,0,-1,-1,-2,-2,-2,1,0,0,0,0,0,33994,204,0,0,0,0,2,1
60000,191806,1,0,0,0,0,0,0,1,1,1,1,1,1,28858,30385,31569,32356,33677,34961,3,1
50000,191277,1,1,2,0,0,2,2,0,1,1,1,0,1,30509,29727,31051,33212,33732,33046,3,1
240000,13761,1,2,-1,-1,0,0,-1,1,1,0,0,1,1,6908,916,2607,1791,916,623,2,2
210000,849922,1,2,2,0,0,0,0,1,1,1,1,1,1,174152,167112,161589,122377,116260,108432,1,2
50000,137132,1,0,0,2,0,0,0,1,0,1,1,1,1,20855,23220,22552,22877,23511,24117,2,1
30000,20907,1,4,3,2,2,-2,-2,0,0,0,0,0,0,7233,6970,6704,0,0,0,2,1
50000,250509,1,2,0,0,0,0,0,1,1,1,1,1,1,39156,40180,41183,42088,43429,44473,2,1
30000,144802,1,2,2,2,0,0,2,1,0,1,1,0,1,22448,24170,23477,23940,25661,25106,1,1
30000,60252,1,0,0,0,-2,-2,-2,1,0,0,0,0,0,30302,29950,0,0,0,0,2,1
140000,386806,1,2,0,0,0,0,0,1,1,1,1,1,1,62086,63501,63797,63831,65477,68114,3,2
30000,134296,1,2,2,2,0,0,0,1,0,1,1,1,1,18675,22558,21901,22731,23415,25016,2,1
100000,346798,1,2,2,2,2,2,2,1,1,1,1,1,1,53540,55086,55582,59249,61150,62191,2,1
100000,701231,1,0,0,2,0,0,2,1,0,1,1,1,1,101988,115349,112028,112916,120115,138835,2,1
350000,133567,1,0,0,0,2,0,0,1,1,0,1,1,1,18703,21074,23307,22827,27435,20221,2,2
60000,198754,1,2,0,0,0,2,2,1,1,1,1,0,1,30049,31270,32447,34716,35500,34772,2,1
70000,274714,1,2,0,0,2,2,2,1,1,0,1,1,0,45285,42725,45721,44693,47664,48626,2,1
350000,6950,1,1,-1,-1,-1,-2,-1,1,1,0,0,1,0,0,1156,4577,0,0,1217,3,2
150000,830376,1,0,0,0,0,0,0,1,1,1,1,1,1,141437,144615,147659,129532,132242,134891,2,2
70000,26795,1,-1,2,2,2,2,0,1,0,1,0,1,1,3633,4517,4285,4825,4626,4909,1,1
310000,1064,1,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,141,923,0,0,0,0,2,2
360000,1546,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,331,330,329,329,269,-42,2,2
240000,38070,1,0,-1,-1,-2,-1,-1,1,0,0,1,1,1,4018,842,0,0,3912,29298,2,2
150000,3270,1,-1,-1,-1,-2,-2,-2,1,0,0,0,0,0,1871,1399,0,0,0,0,2,2
400000,94840,1,0,0,0,0,0,0,1,1,0,1,1,1,18535,12427,13085,12709,18006,20078,2,2
260000,81817,1,1,-1,0,-1,-1,-1,1,1,1,1,0,1,15543,16884,16894,16405,16384,-293,1,2
110000,673397,1,0,0,0,0,0,0,1,1,1,1,1,1,113487,112055,111824,111971,112059,112001,1,1
80000,476045,1,0,0,0,0,0,-1,1,1,1,1,1,1,105367,108694,108469,94093,18801,40621,3,1
210000,75516,1,0,0,-2,-2,-2,-2,1,1,1,1,1,0,22893,32481,6142,2818,8387,2795,2,2
20000,111513,1,1,2,2,2,0,0,0,1,0,1,1,1,18756,18178,19585,19014,16556,19424,2,1
170000,605017,1,0,0,0,0,0,0,1,1,1,1,1,1,165613,138514,136179,60998,59484,44229,2,2
70000,315250,1,2,2,2,2,2,2,1,0,1,1,1,1,50264,51170,50049,53418,54604,55745,2,1
50000,4800,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,418,1531,816,837,1198,0,1,1
500000,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
150000,735701,1,0,0,0,0,0,0,1,1,1,1,1,0,113696,117385,120013,125005,128171,131431,3,2
280000,24206,1,1,-2,-1,-1,-1,-1,0,1,1,1,0,0,0,0,3880,1433,18893,0,2,2
120000,9054,1,1,-1,-1,0,-1,-1,1,1,0,1,0,0,0,1738,2461,2192,2663,0,2,1
20000,70290,1,1,2,2,2,0,0,0,1,0,1,1,0,10445,10143,11982,11506,12643,13571,1,1
90000,402179,1,0,0,0,0,0,0,1,1,1,1,1,1,90473,88834,89784,53082,52340,27666,2,1
90000,60491,1,-1,-1,2,-1,-1,-1,1,1,1,1,1,1,16140,7191,4350,7633,21167,4010,2,1
150000,57809,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,11118,12433,10638,10070,11573,1977,3,2
30000,7851,1,-1,2,2,0,0,0,1,0,0,1,1,0,1211,2128,1120,1120,1269,1003,1,1
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
20000,30736,1,-1,0,0,3,2,2,1,1,0,0,1,0,3562,4599,5918,5554,5169,5934,2,1
180000,610292,1,1,-2,-2,-2,-2,-2,1,1,1,1,1,1,149198,100495,98490,89419,88344,84346,2,2
60000,357678,1,0,0,2,0,0,0,1,0,1,1,1,1,60576,61290,58724,58389,57735,60964,1,1
20000,54455,1,1,2,2,2,2,0,1,0,1,0,1,1,6919,8667,8387,10098,9779,10605,2,1
200000,-4815,1,1,-2,-1,0,0,-2,0,1,0,0,0,0,-1697,-1691,1156,1163,10,-3756,2,2
20000,102006,1,2,2,2,2,2,2,1,1,0,1,0,1,9359,18629,18283,17170,19801,18764,1,1
320000,217106,1,0,0,0,0,0,0,1,1,1,1,1,1,31906,33623,35194,36975,38817,40591,3,2
30000,4486,1,-1,-1,-2,-1,-1,-2,0,0,1,0,0,0,1741,0,0,2745,0,0,1,1
400000,14123,1,2,-1,-1,-1,-1,-2,1,0,1,0,0,0,5534,8040,0,549,0,0,3,2
200000,598403,1,2,0,0,2,2,2,1,1,1,1,1,0,91369,92981,99686,101142,103393,109832,2,2
240000,2490,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2490,0,0,0,0,0,3,2
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
20000,86731,1,2,0,0,0,0,0,1,1,1,1,0,0,17836,18680,19256,19288,11671,0,3,1
400000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
320000,590538,1,1,2,0,0,3,2,0,1,1,1,1,1,93105,90767,92747,106278,104355,103286,1,2
20000,97641,1,1,2,2,4,3,2,0,1,0,0,0,1,19063,18455,20287,19558,19276,1002,3,1
130000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
110000,1039,1,1,-2,-1,-1,-2,-2,0,1,0,0,0,0,0,0,1039,0,0,0,3,1
30000,80459,1,2,2,2,3,2,2,1,1,0,0,1,0,12124,12930,13920,13402,13049,15034,2,1
80000,2370,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2370,0,0,0,0,0,1,1
120000,191018,1,2,0,0,2,0,0,1,1,0,1,1,1,25789,30055,32570,31774,34209,36621,2,1
120000,1539,1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,312,312,0,603,312,0,3,1
80000,386507,1,2,2,2,0,0,0,1,0,1,1,0,1,80507,81719,78750,76785,70307,-1561,2,1
230000,10139,1,-1,-1,-1,4,3,2,0,1,0,0,0,1,8356,0,635,639,331,178,1,2
370000,1952779,1,2,0,0,0,0,0,1,1,1,1,1,1,334446,337341,340237,346005,322237,272513,2,2
20000,103873,1,1,3,2,2,0,0,0,1,0,1,1,1,17544,16979,17186,16612,17197,18355,1,1
220000,178667,1,0,0,0,0,0,0,1,1,1,1,1,1,36134,33525,29553,29608,28618,21229,1,2
600000,2588,1,-2,-2,-2,-2,-2,-2,0,1,1,1,0,1,6,0,1090,888,599,5,2,2
200000,15611,1,2,-1,-1,-1,-2,-2,1,1,0,0,0,1,7340,3288,2714,2269,0,0,2,2
140000,850098,1,0,0,0,0,0,0,1,1,1,1,1,1,138069,140962,144118,142434,142847,141668,1,2
500000,161311,1,-2,-2,-2,-1,0,-1,1,1,1,0,1,1,17504,1002,15777,29240,20096,77692,2,2
500000,6325,1,-2,-2,-2,-2,-2,-2,0,1,1,1,1,1,0,0,1005,3351,1253,716,3,2
30000,213549,1,0,0,0,0,0,0,1,1,1,1,1,1,39213,37702,36566,34680,33194,32194,2,1
80000,131298,1,1,2,2,2,2,2,0,1,0,1,0,1,21029,20411,22261,21608,23256,22733,2,1
550000,63191,1,-1,-1,-1,-1,-1,-2,1,1,1,0,0,1,42142,1507,1470,18307,-122,-113,2,2
300000,1968885,1,0,0,0,0,0,0,1,1,1,1,1,1,286325,283543,578959,293043,296673,230342,1,2
30000,177957,1,2,2,2,2,2,0,1,1,1,0,1,1,26858,28917,30596,31037,30412,30137,1,1
50000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
250000,2551,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2551,0,0,0,0,0,2,2
30000,138091,1,1,3,2,2,2,2,0,0,1,0,1,1,23194,22547,21888,23322,22807,24333,2,1
100000,274047,1,0,0,0,0,2,0,1,1,1,0,1,1,41363,42535,44478,48784,47972,48915,1,1
50000,219332,1,0,0,0,2,0,0,1,1,0,1,1,1,37673,38521,40667,39755,35680,27036,1,1
130000,505923,1,0,0,0,0,0,2,1,1,1,1,0,1,107260,91945,84044,76923,78150,67601,1,2
420000,2413439,1,0,0,0,0,0,0,1,1,1,1,1,1,415301,411680,388431,390083,398285,409659,2,2
140000,32411,1,-1,-1,-1,2,-1,-1,1,1,0,1,1,1,6020,7342,7990,3281,2974,4804,1,2
500000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
90000,2086,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,343,347,351,355,347,343,2,1
30000,199635,1,0,0,0,0,0,0,1,1,1,1,1,1,36121,35524,34333,32413,30619,30625,2,1
110000,77932,1,1,2,0,0,2,2,0,1,1,0,1,0,10457,10147,14514,19388,9301,14125,2,1
200000,34898,1,-1,-1,-1,-1,-1,-2,1,1,1,0,0,0,397,31639,765,2097,0,0,2,2
20000,47884,1,1,2,0,0,0,0,0,1,1,1,1,1,6553,6303,7689,8406,9119,9814,2,1
350000,1169,1,-2,-2,-2,-2,-2,-1,0,0,0,0,1,1,0,0,0,0,0,1169,2,2
710000,15656,1,-2,-2,-2,-1,2,0,0,0,1,0,1,1,5202,0,0,979,847,8628,2,2
30000,43216,1,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,8861,5867,11116,7737,8075,1560,3,1
10000,38581,1,0,0,0,0,0,0,1,1,1,0,0,0,7644,7077,8510,9519,5831,0,1,1
150000,538432,1,1,2,2,2,0,0,0,1,0,1,1,0,88612,85822,91265,88423,89651,94659,2,2
60000,271765,1,0,0,0,0,0,0,1,1,1,1,1,1,60256,61177,60312,30271,29617,30132,2,1
240000,17984,1,-1,-1,-1,0,-1,2,1,1,1,1,1,1,3607,2342,2684,964,5603,2784,2,2
160000,23805,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,4147,2010,3369,1426,5536,7317,3,2
190000,14953,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,393,384,376,367,6020,7413,3,2
300000,1305,1,1,-2,-2,-1,-1,-1,0,0,1,0,1,1,0,0,0,353,0,952,2,2
200000,1080648,1,0,0,0,0,0,0,1,1,1,1,1,1,198888,195889,190283,164488,165082,166018,2,2
150000,20984,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1553,2954,4159,1682,4485,6151,1,2
280000,1177941,1,1,2,2,2,2,2,1,1,0,1,0,1,188924,194525,197763,192186,203949,200594,2,2
50000,92959,1,0,0,0,0,0,0,1,1,1,1,1,1,14672,12970,14015,16771,17101,17430,2,1
40000,129883,1,2,2,2,0,0,0,1,1,1,1,1,1,19846,20727,21087,21437,23084,23702,1,1
50000,185746,1,0,0,0,0,0,0,1,1,1,1,1,1,48319,49693,40695,16743,17096,13200,1,1
100000,538989,1,0,0,0,0,0,0,1,1,1,1,1,1,99693,100208,99186,80266,80117,79519,1,1
50000,259533,1,2,2,2,0,0,2,1,0,1,1,0,1,45005,48220,38753,41115,43653,42787,2,1
80000,76981,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1492,1492,24788,3384,1492,44333,2,1
30000,117834,1,2,2,2,2,2,2,1,0,1,1,0,1,17669,18593,18001,20680,21695,21196,3,1
50000,74002,1,-1,0,0,0,-2,-2,1,1,0,0,0,0,5328,34122,34552,0,0,0,1,1
50000,267256,1,2,2,2,2,0,0,0,1,0,1,1,0,47789,45097,45781,43164,42376,43049,1,1
60000,270768,1,2,2,2,2,2,2,0,1,0,1,0,1,43697,42725,45653,44627,47495,46571,1,1
100000,1986,1,-1,-1,-1,-1,-1,-2,1,1,1,0,0,0,468,502,506,510,0,0,1,1
90000,111597,1,0,0,2,2,2,2,1,1,0,1,0,1,15974,18803,19201,18599,19744,19276,2,1
220000,1280308,1,5,6,5,4,3,2,1,1,0,0,1,1,216432,219958,215932,210399,207099,210488,1,2
260000,18808,1,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,5927,3780,1453,2409,2052,3187,2,2
30000,169028,1,2,2,2,3,5,4,0,1,1,0,0,0,25172,24482,28723,31259,30223,29169,2,1
100000,15458,1,1,2,2,-1,0,-1,0,0,1,0,1,1,4585,3611,-2026,8633,455,200,2,1
30000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250000,660139,1,0,0,0,0,0,0,1,1,1,1,1,1,191311,90496,92269,93338,95308,97417,1,2
20000,122030,1,1,2,2,0,0,0,1,0,1,1,1,0,19917,20796,20077,20111,20468,20661,2,1
80000,58243,1,2,2,2,2,2,2,1,1,0,1,1,1,7442,9901,9938,9625,10577,10760,3,1
90000,389697,1,2,2,2,2,2,2,1,1,1,1,1,1,62040,63459,64326,65278,66672,67922,2,1
90000,605901,1,2,2,2,0,0,0,1,0,1,1,1,1,124518,118748,105908,98380,91524,66823,1,1
140000,3343,1,-1,-1,-1,0,-1,-1,0,1,0,1,1,1,882,0,905,504,586,466,1,2
70000,17245,1,-1,3,2,0,0,-1,0,0,1,0,1,0,4160,3920,1893,2820,1413,3039,1,1
10000,56748,1,0,0,2,0,0,0,1,0,1,1,1,1,7718,10208,9901,9620,9563,9738,1,1
50000,6518,1,-1,-1,2,2,2,-1,1,0,1,0,1,1,567,1990,1265,1413,716,567,2,1
10000,56235,1,0,0,2,2,2,0,1,0,1,0,1,1,7318,9788,9468,9983,9710,9968,3,1
300000,2428,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,0,228,578,0,743,491,388,3,2
10000,35179,1,2,2,2,2,0,0,1,1,0,1,1,1,3584,6013,6060,5808,6027,7687,3,1
70000,308176,1,3,2,2,2,2,2,0,1,1,1,0,1,49235,48175,52479,52534,53386,52367,1,1
20000,112069,1,2,0,0,0,0,2,1,1,1,1,1,0,18373,17182,17693,18316,20295,20210,3,1
500000,2720184,1,0,0,0,0,0,0,1,1,1,1,1,1,506830,487104,479032,401713,423191,422314,2,2
80000,405860,1,2,0,0,0,0,0,1,1,1,1,1,1,76884,78635,78647,55971,57220,58503,1,1
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
30000,173358,1,1,2,0,0,2,3,0,1,1,1,0,0,27293,26580,27916,29753,31309,30507,2,1
80000,460675,1,0,0,0,0,2,2,1,1,1,1,0,1,73007,75148,76096,81194,79920,75310,1,1
20000,61688,1,0,0,0,0,-1,-1,1,1,0,1,1,1,11821,12200,9343,6937,12471,8916,2,1
210000,73714,1,-1,-1,2,0,0,-1,1,0,0,0,1,1,378,1704,1125,719,362,69426,2,2
350000,6621,1,-2,-2,-2,-2,-2,-2,1,0,1,1,0,0,16455,745,755,1217,-4566,-7985,2,2
330000,25786,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,12,2778,4,5378,16594,1020,3,2
80000,250802,1,0,0,0,0,0,0,1,1,1,1,1,1,47162,86009,44377,23921,24562,24771,1,1
420000,367013,1,1,2,0,0,0,0,0,1,1,1,1,1,72864,71010,57463,56412,53970,55294,1,2
500000,60615,1,-1,0,0,0,-1,-1,1,1,1,1,1,1,27181,12515,7198,2152,6361,5208,2,2
100000,26332,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,26325,-5,11,27,-5,-21,1,1
20000,101260,1,2,2,2,2,2,0,1,1,1,0,1,1,14335,17196,17412,17595,17187,17535,2,1
430000,1349377,1,2,0,0,0,0,0,1,1,1,1,1,1,332730,277084,219737,210135,179354,130337,2,2
50000,76153,1,0,0,0,0,0,0,1,1,1,1,1,1,12645,12012,13001,12801,12699,12995,1,1
80000,452917,1,2,0,0,0,0,0,1,1,1,1,1,1,62877,63953,57809,116846,72274,79158,1,1
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20000,65677,1,0,0,0,0,0,-2,1,1,0,0,1,0,14994,16236,18282,18073,-1908,0,1,1
50000,83012,1,0,0,0,0,-2,-2,1,1,0,0,0,0,47439,19849,15724,0,0,0,1,1
80000,659,1,1,-2,-2,-2,-2,-1,0,0,0,0,1,0,0,0,0,0,0,659,2,1
20000,46122,1,2,2,-2,-2,-1,-1,1,1,1,1,1,1,19403,3929,3215,-74,9744,9905,3,1
110000,665802,1,1,2,0,0,0,2,0,1,1,1,0,1,112647,107864,108544,110832,114646,111269,1,1
80000,323719,1,2,0,0,-1,0,0,1,1,1,1,1,1,82241,80586,42401,39216,39129,40146,3,1
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
120000,406266,1,-2,-2,-1,0,0,0,1,1,1,1,1,1,10412,7158,110663,100515,89133,88385,1,1
260000,9723,1,-2,-2,-2,-2,-2,-2,0,0,0,1,1,1,0,0,0,0,8919,804,2,2
180000,-1175,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,-190,-195,-200,-205,-195,-190,1,2
80000,58304,1,0,0,0,-1,0,0,1,1,1,1,1,1,22419,11466,7076,6221,7652,3470,1,1
80000,50998,1,-2,-2,-2,-2,-2,-2,1,0,0,0,0,0,46121,4877,0,0,0,0,1,1
100000,299129,1,2,2,2,2,2,2,1,1,1,1,1,0,47293,48359,49293,49922,51070,53192,2,1
250000,11611,1,1,3,2,2,2,0,0,0,1,0,1,1,702,727,753,1378,1164,6887,1,2
120000,5127,1,-1,-1,2,0,0,-1,1,0,0,0,1,0,230,2021,1157,470,-232,1481,1,1
80000,410597,1,6,6,5,4,3,2,0,0,0,0,0,1,81094,79307,76792,75419,74755,23230,2,1
400000,2109223,1,0,0,0,0,0,0,1,1,1,1,1,1,404982,359711,360366,325454,328704,330006,2,2
120000,271480,1,-1,0,0,0,0,0,1,1,1,1,1,1,8926,43066,47011,53556,57525,61396,1,1
80000,86840,1,1,2,0,0,-1,-1,0,1,0,1,0,0,21730,21098,22134,18337,3541,0,3,1
30000,67975,1,0,0,0,0,-1,-1,1,1,1,1,1,1,29774,16342,5273,3164,11479,1943,1,1
130000,236840,1,2,2,0,0,0,0,0,1,1,1,1,0,70971,69283,70202,8536,11315,6533,1,2
50000,195528,1,0,0,0,0,2,0,1,1,1,0,1,1,32853,35023,35663,37665,29868,24456,2,1
30000,104433,1,1,2,2,0,0,0,1,1,1,1,1,1,15238,16707,17159,17602,18607,19120,1,1
80000,399973,1,1,4,3,2,0,0,0,0,0,1,1,1,84728,82867,80582,51533,51387,48876,1,1
240000,2204,1,-1,2,-1,-1,-1,-1,0,1,1,1,1,1,651,315,304,294,315,325,2,2
120000,13260,1,-1,2,-1,-1,0,-1,0,1,1,0,1,1,3863,216,1839,3661,1840,1841,2,1
50000,180375,1,2,2,0,0,0,0,0,1,1,1,1,1,31134,30368,31196,29454,30145,28078,1,1
70000,86641,1,0,0,0,0,0,0,1,1,1,1,1,1,9957,11293,12300,17089,17652,18350,3,1
50000,175171,1,1,2,0,0,0,0,1,1,1,1,0,0,49216,44262,39598,29303,12792,0,3,1
20000,9713,1,1,-1,-1,-1,-1,-2,1,1,1,0,0,0,0,3788,5064,861,0,0,2,1
50000,4555,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1088,1760,429,434,424,420,2,1
20000,64853,1,2,2,2,2,2,2,1,0,1,0,1,0,11376,14421,11469,11721,7882,7984,2,1
170000,731285,1,0,0,0,2,0,0,1,1,0,1,1,1,114034,117708,124670,121270,124230,129373,2,2
30000,22529,1,1,2,2,0,0,0,1,1,1,1,1,0,1648,2468,3273,4066,4839,6235,2,1
60000,169372,1,2,0,0,2,0,0,1,1,0,1,1,0,29611,31181,34205,23636,24078,26661,2,1
80000,265,1,-2,-2,-2,-2,-2,-2,1,1,0,0,0,1,415,394,312,-288,-285,-283,2,1
90000,141684,1,1,2,2,-1,-1,2,0,1,1,1,0,1,23828,15631,12001,32669,30900,26655,1,1
30000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
50000,249561,1,2,0,0,0,0,0,1,1,1,1,1,1,48908,49158,48495,42868,30403,29729,1,1
50000,142957,1,1,2,0,0,0,0,0,1,0,0,0,0,32135,29512,26208,23816,16832,14454,3,1
100000,477850,1,0,0,0,0,0,0,1,1,1,1,1,1,82626,82004,82479,78245,75630,76866,1,1
70000,266265,1,0,0,2,0,0,0,1,0,1,1,1,1,41509,44511,43489,44453,45603,46700,1,1
50000,60318,1,1,2,2,2,2,2,1,1,0,1,0,1,8943,8841,10026,9702,11564,11242,1,1
30000,49314,1,1,2,2,0,0,0,1,0,0,0,0,0,12544,13058,12455,6143,5114,0,1,1
220000,653956,1,-1,-1,2,-1,2,2,1,0,1,1,1,1,787,1558,778,221873,223992,204968,2,2
80000,284817,1,0,0,0,0,0,0,1,1,1,1,1,1,67717,63817,65801,28723,29165,29594,1,1
50000,290881,1,2,0,0,0,0,0,1,1,1,1,1,1,50982,49175,46843,47669,48722,47490,1,1
180000,312962,1,-1,-1,0,0,0,0,1,1,1,1,1,1,1230,60291,61450,61066,64284,64641,2,2
230000,2674,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2674,0,0,0,0,0,2,2
240000,1274947,1,0,0,0,0,0,0,1,1,1,1,1,1,227812,222278,227246,194978,199165,203468,2,2
120000,681876,1,0,0,0,2,2,2,1,1,0,1,1,0,105382,107618,115405,112063,119732,121676,2,1
410000,14381,1,1,-1,-1,-2,-2,-1,1,0,0,0,1,0,0,13673,0,0,0,708,2,2
500000,-390,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-61,-64,-68,-72,-64,-61,2,2
50000,231602,1,0,0,2,2,2,2,1,0,1,0,1,1,35555,38260,37344,39711,38946,41786,2,1
340000,1533,1,1,-2,-2,-2,-1,-1,0,0,0,1,0,0,-3,-11,-19,-26,1592,0,3,2
90000,117433,1,2,2,2,2,2,2,0,1,0,1,1,0,18180,17601,19496,18885,21418,21853,1,1
90000,145524,1,0,0,0,0,0,0,1,1,1,0,1,1,21891,23081,24154,25062,25045,26291,1,1
290000,858096,1,2,0,0,0,0,-1,1,1,1,1,1,1,255437,217409,250578,31401,-3993,107264,2,2
30000,173739,1,0,0,0,0,0,0,1,1,1,1,1,1,30195,28983,28714,29340,30186,26321,1,1
300000,7947,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1114,1227,1078,1458,1669,1401,3,2
100000,369184,1,0,0,0,0,0,0,1,1,1,1,1,1,90959,83110,63165,56982,52405,22563,3,1
240000,847543,1,1,2,2,2,2,2,1,1,1,1,0,1,138119,134990,137263,144466,147618,145087,2,2
110000,122678,1,0,0,0,0,-1,0,1,1,1,1,1,1,1899,2530,1345,1296,63720,51888,1,1
50000,55994,1,0,0,0,0,0,0,1,1,1,1,1,1,9816,11616,7428,13529,6772,6833,2,1
20000,74042,1,2,2,2,2,2,2,1,1,1,1,0,1,9773,12805,12513,13020,13150,12781,1,1
170000,26966,1,-1,-1,-1,0,-1,2,1,1,0,1,0,1,2441,8062,4384,316,6139,5624,2,2
160000,3050,1,-1,-1,-2,-1,-1,-1,0,0,1,1,1,0,1782,0,0,129,146,993,1,2
200000,957424,1,0,0,0,0,0,0,1,1,1,1,1,1,199904,198618,115184,116230,139747,187741,2,2
10000,6475,1,2,2,3,3,3,3,0,0,0,0,0,0,1076,1079,1081,1084,1079,1076,2,1
20000,115922,1,4,3,2,2,2,2,0,0,1,0,1,0,19544,18949,18345,19537,19088,20459,1,1
100000,529661,1,5,4,3,2,2,2,0,0,1,0,1,1,90853,88599,86299,87199,85673,91038,2,1
260000,1094574,1,0,0,0,0,0,0,1,1,1,1,1,1,256541,188335,186725,184061,189912,89000,2,2
360000,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
30000,168990,1,2,2,2,2,2,2,0,1,0,1,1,0,27901,26832,28680,27615,29181,28781,1,1
250000,2212,1,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,326,316,632,296,316,326,2,2
